17,28,37,44,57,77,102,144,174,181,192,208,209,210,212,245,279,280,281,283,284,285,289,291,298,307,310,313,315,320,323,327,333,341,345,351,352,353,354,357,358,361,387,388,389,394,396,397,398,401,402,404,405,406,408,414,Dates
45,18,9,6,2,1,0,0,2,3,1,0,0,2,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,1,0,4,1,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2017-11
21,4,4,3,0,0,0,0,2,0,1,1,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2017-12
14,9,2,1,3,1,7,1,0,1,2,0,0,1,61,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2018-01
16,11,4,2,2,1,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2018-02
185,47,59,21,15,18,3,3,9,4,16,2,0,1,0,1,0,1,4,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,4,10,6,0,0,12,1,0,0,0,0,0,0,7,0,0,0,0,3,3,2018-03
79,34,33,14,9,10,3,2,3,2,10,2,0,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,4,3,0,0,4,3,0,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0,5,0,2018-04
73,31,33,11,11,9,2,4,1,4,8,4,4,3,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,1,0,0,7,0,0,0,0,0,0,0,2,0,2,0,0,4,0,2018-05
71,22,18,8,7,6,2,1,10,2,6,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2018-06
197,67,79,18,30,31,8,3,16,3,13,0,2,5,0,2,0,3,3,1,0,0,4,0,0,0,1,0,0,0,5,0,12,4,0,0,3,4,1,2,0,21,1,1,0,0,0,1,0,5,0,2,0,1,7,0,2018-07
